iter	MultiClass
229	0.402649713
230	0.4020551742
231	0.4015250144
232	0.4006472585
233	0.4002869689
234	0.3994735215
235	0.3987375959
236	0.3981892953
237	0.39744998
238	0.3964331847
239	0.3958290852
240	0.3949756911
241	0.3943383256
242	0.3936294795
243	0.3928380532
244	0.3917844952
245	0.3911078524
246	0.390364458
247	0.3900192014
248	0.3894668339
249	0.3890896488
250	0.3886817378
251	0.3882561025
252	0.3875819816
253	0.3873229903
254	0.3867326273
255	0.3864516206
256	0.3859186719
257	0.3854555501
258	0.3848096369
259	0.3843519834
260	0.3838723068
261	0.3832398957
262	0.3828528421
263	0.3821401259
264	0.3817224909
265	0.3812594615
266	0.3808200924
267	0.3803204364
268	0.3796991369
269	0.3793388715
270	0.3786568258
271	0.3780391192
272	0.377805063
273	0.3772237358
274	0.3766727419
275	0.3762651172
276	0.3758243544
277	0.375458785
278	0.3750588472
279	0.374377721
280	0.3740206585
281	0.373448283
282	0.3730948602
283	0.372564212
284	0.3722904443
285	0.3719276116
286	0.3714754053
287	0.3710964451
288	0.3707113574
289	0.3703231626
290	0.3700211814
291	0.3696200991
292	0.3691678566
293	0.3686694698
294	0.3683126387
295	0.3678916964
296	0.3673250552
297	0.3666144497
298	0.3660527861
299	0.3655975215
300	0.365069582
301	0.3646168269
302	0.3642244014
303	0.3639108756
304	0.3634799601
305	0.3631376618
306	0.3628469209
307	0.3624799358
308	0.3619878871
309	0.3615751083
310	0.3612109719
311	0.360908607
312	0.3605062982
313	0.3598443811
314	0.3593301734
315	0.3590070284
316	0.3587125652
317	0.3584270197
318	0.3578317383
319	0.3575285053
320	0.3571044191
321	0.3566266633
322	0.3562971951
323	0.3559239897
324	0.35565309
325	0.3554047381
326	0.3550477175
327	0.3546907582
328	0.3543871531
329	0.3541582167
330	0.3534381554
331	0.3530912962
332	0.352765773
333	0.352482165
334	0.3520920798
335	0.3517935322
336	0.3515645286
337	0.3511832901
338	0.3509230734
339	0.3504389497
340	0.3498616744
341	0.3495366561
342	0.3492442176
343	0.3488525081
344	0.3484547108
345	0.3481310658
346	0.3477352376
347	0.3474425593
348	0.3470763776
349	0.346795308
350	0.3464323601
351	0.3461732888
352	0.345910855
353	0.3455094879
354	0.3451307806
355	0.344694
356	0.3443348873
357	0.3438803971
358	0.3435471484
359	0.3432514894
360	0.342803132
361	0.3424888652
362	0.3422239426
363	0.3416671378
364	0.3413334539
365	0.3408133002
366	0.3404894714
367	0.3399893688
368	0.3397724972
369	0.3395120126
370	0.3392437105
371	0.3389536823
372	0.3387036022
373	0.338417621
374	0.3381389082
375	0.3378572504
376	0.3373889355
377	0.3371952755
378	0.3368362607
379	0.3365700745
380	0.3362164241
381	0.3357941977
382	0.3355105989
383	0.3351616203
384	0.3348836119
385	0.3345804873
386	0.3342113385
387	0.3337873772
388	0.3335657203
389	0.3331576734
390	0.3328111051
391	0.3324808323
392	0.33210763
393	0.3318976028
394	0.3315580086
395	0.3313272729
396	0.3309763888
397	0.3307512877
398	0.3304035029
399	0.3300834674
400	0.3298154156
401	0.3296223495
402	0.3294725531
403	0.3292961777
404	0.3289198627
405	0.3287304116
406	0.3285505737
407	0.3281597422
408	0.3278344137
409	0.3274373913
410	0.3271789189
411	0.3269915256
412	0.3266162409
413	0.3263102633
414	0.3260084236
415	0.3257964768
416	0.3256160195
417	0.3253437911
418	0.3250526817
419	0.3247525656
420	0.3244434852
421	0.3241736558
422	0.3238171851
423	0.323528618
424	0.3231326544
425	0.3229666254
426	0.32261918
427	0.3224390146
428	0.3222600851
429	0.3219154623
430	0.3215636119
431	0.3214109435
432	0.3211076005
433	0.3207894058
434	0.3204881911
435	0.3202496457
436	0.3199286568
437	0.3196774492
438	0.3194241072
439	0.3191393825
440	0.3189514942
441	0.3186600092
442	0.3185007824
443	0.3181711996
444	0.3179081273
445	0.3176435948
446	0.3173871171
447	0.3172336612
448	0.3170653569
449	0.3169327634
450	0.316727841
451	0.3164733909
452	0.3162588583
453	0.3160270858
454	0.3156952978
455	0.3155202314
456	0.3152156801
457	0.3150320371
458	0.31463418
459	0.3144597176
460	0.3141877147
461	0.3139462788
462	0.3136981411
463	0.313577787
464	0.3132651085
465	0.3130921486
466	0.3129169743
467	0.3127885702
468	0.3125432137
469	0.3124116051
470	0.3121839939
471	0.3119664994
472	0.3116672806
473	0.3115073425
474	0.3112058032
475	0.3110276339
476	0.3107517064
477	0.3105229375
478	0.310331663
479	0.3099603431
480	0.3097834453
481	0.3094904256
482	0.3093567648
483	0.3091151312
484	0.3088689245
485	0.3086123018
486	0.3084421562
487	0.308114734
488	0.3078473753
489	0.3077215862
490	0.3073975781
491	0.3071733593
492	0.306999637
493	0.3067606263
494	0.3065805248
495	0.3062036004
496	0.3059530063
497	0.3056152083
498	0.3054471428
499	0.3052312281
500	0.3048658186
501	0.3047474399
502	0.3044320589
503	0.3042837126
504	0.3040711612
505	0.3038450721
506	0.3035017772
507	0.3031954043
508	0.3029627087
509	0.3027467434
510	0.3025450487
511	0.3023342975
512	0.3020365042
513	0.3018948131
514	0.3015970369
515	0.3013699972
516	0.3011128649
517	0.3008713464
518	0.3007488161
519	0.3004542051
520	0.300243391
521	0.3000077966
522	0.2998767917
523	0.2995699183
524	0.2992730927
525	0.2989800695
526	0.2987135872
527	0.2985288658
528	0.2983786489
529	0.2981175333
530	0.2980135029
531	0.2977721216
532	0.2975114295
533	0.2973485285
534	0.2972054981
535	0.2968959442
536	0.2966823928
537	0.296572912
538	0.2964151905
539	0.2961607674
540	0.2959708957
541	0.2957017008
542	0.2954887577
543	0.2952962171
544	0.2951705747
545	0.294961774
546	0.2947202318
547	0.2944953344
548	0.2943096469
549	0.2941116863
550	0.2940284846
551	0.2937582804
552	0.2935056052
553	0.2933768129
554	0.293169708
555	0.2929738966
556	0.2928390145
557	0.2926662315
558	0.2924937718
559	0.2922708164
560	0.2918672671
561	0.2916763183
562	0.2915579848
563	0.2912551694
564	0.2910727087
565	0.2909630842
566	0.2907682189
567	0.2903703083
568	0.2901923132
569	0.2898736406
570	0.2895597391
571	0.2894841186
572	0.2893291712
573	0.2889622614
574	0.2887889421
575	0.2885754762
576	0.2883788707
577	0.2882425032
578	0.2881027386
579	0.2878178356
580	0.2876268426
581	0.2874195032
582	0.2871539954
583	0.2869202386
584	0.2866007169
585	0.2863249258
586	0.2861285281
587	0.2859215839
588	0.2857909074
589	0.285594479
590	0.2852999315
591	0.2850564099
592	0.284882929
593	0.2846794607
594	0.2844649968
595	0.2841704978
596	0.2838884341
597	0.2837097884
598	0.2835363605
599	0.2833721606
600	0.2831313517
601	0.2830123706
602	0.282880491
603	0.2827380186
604	0.2825397224
605	0.2824008607
606	0.282300219
607	0.2821948876
608	0.2820718523
609	0.2818092606
610	0.2815640223
611	0.2813874443
612	0.2810775518
613	0.2808484646
614	0.2806908992
615	0.2804607177
616	0.2803800989
617	0.2802532416
618	0.2800914821
619	0.2799981232
620	0.2798383445
621	0.2795628697
622	0.2793865973
623	0.2791552349
624	0.2789813188
625	0.2788327415
626	0.278601914
627	0.2784329979
628	0.2782451726
629	0.2779702073
630	0.2777579769
631	0.2775600764
632	0.2774174736
633	0.2771783402
634	0.2769958193
635	0.2768320285
636	0.2765632316
637	0.2764019826
638	0.2762470944
639	0.2761293029
640	0.2759333145
641	0.2756760198
642	0.2755157921
643	0.2754248822
644	0.2752529658
645	0.2751408982
646	0.2750137434
647	0.2748533004
648	0.2747387469
649	0.2745089693
650	0.274402957
651	0.2743293104
652	0.2741355023
653	0.2739437588
654	0.2736465952
655	0.2735261197
656	0.2732844519
657	0.2731153475
658	0.272828417
659	0.2725932744
660	0.2724315508
661	0.2723109143
662	0.2721922485
663	0.2720613357
664	0.271852442
665	0.2715587083
666	0.2714442182
667	0.2712749671
668	0.271091268
669	0.2709369281
670	0.2707524594
671	0.270664805
672	0.2705117164
673	0.2703728546
674	0.2702208123
675	0.2699793959
676	0.2697880493
677	0.2696386052
678	0.2694704022
679	0.2693265986
680	0.2691848555
681	0.2689630533
682	0.2687766545
683	0.2685586779
684	0.2683537387
685	0.2682417891
686	0.2680197428
687	0.26769727
688	0.2675609414
689	0.2674774028
690	0.2672187037
691	0.2671209721
692	0.2669319975
693	0.2666623174
694	0.2663845793
695	0.2661699815
696	0.2660340024
697	0.2658440059
698	0.2656435244
699	0.265418272
700	0.265188137
701	0.2650323031
702	0.2647958912
703	0.2646630283
704	0.2645841041
705	0.2644395451
706	0.2641814684
707	0.2640191221
708	0.2638451803
709	0.2637144613
710	0.2635252736
711	0.2634293461
712	0.2632243615
713	0.2630541203
714	0.2629013963
715	0.2627127457
716	0.2624816577
717	0.2622724254
718	0.2621350501
719	0.262028827
720	0.2618377269
721	0.2616856219
722	0.2613894496
723	0.2612492461
724	0.2611469234
725	0.2609883639
726	0.2609200835
727	0.2607666159
728	0.2605273628
729	0.2603110128
730	0.2601804453
731	0.2600197615
732	0.2598872104
733	0.259750497
734	0.2595015449
735	0.2592846888
736	0.2591081609
737	0.258933195
738	0.2588091149
739	0.2585685086
740	0.2584049693
741	0.2582402659
742	0.2581032521
743	0.2579926463
744	0.2577901945
745	0.2575951151
746	0.2574531816
747	0.2573269422
748	0.25720529
749	0.2570777834
750	0.2568100867
751	0.2566482161
752	0.2564876399
753	0.2563839728
754	0.2562568267
755	0.2560921864
756	0.2559639079
757	0.2556243864
758	0.255472852
759	0.2553682294
760	0.255153108
761	0.2549545949
762	0.2548228828
763	0.2546057091
764	0.2544396259
765	0.254344451
766	0.2541978218
767	0.2540791092
768	0.2538380723
769	0.2536656001
770	0.2534892533
771	0.2532698186
772	0.2531670933
773	0.2530873932
774	0.2529447641
775	0.2526635506
776	0.2524569241
777	0.2523456667
778	0.2522544404
779	0.2521075767
780	0.2518424233
781	0.251699578
782	0.2515363751
783	0.2514010188
784	0.2512349757
785	0.2510125262
786	0.250908068
787	0.2508459175
788	0.250747536
789	0.2506650775
790	0.2505486114
791	0.2503780605
792	0.2501934168
793	0.2500661069
794	0.2499728551
795	0.2498682919
796	0.2496152306
797	0.249437772
798	0.2492569229
799	0.2490754297
800	0.2488740298
801	0.248799856
802	0.2486634832
803	0.2484552008
804	0.2483646835
805	0.2482063579
806	0.24804593
807	0.2478215337
808	0.2476633073
809	0.2475534632
810	0.2474018027
811	0.2473228642
812	0.2472571621
813	0.2471155969
814	0.2470363585
815	0.2469598528
816	0.2468503087
817	0.2467677923
818	0.2466780376
819	0.2465573873
820	0.2463326081
821	0.2462181477
822	0.2460778754
823	0.2459213589
824	0.2457374451
825	0.245567014
826	0.2452962833
827	0.245105952
828	0.2449184819
829	0.2446076577
830	0.2445084029
831	0.2443145371
832	0.24421916
833	0.2440739
834	0.2438814502
835	0.2437455727
836	0.2436057151
837	0.243489848
838	0.2433902211
839	0.2432553553
840	0.2431855851
841	0.242961733
842	0.242798668
843	0.2426003326
844	0.2425461096
845	0.2424522644
846	0.2423379586
847	0.242178483
848	0.2419899009
849	0.2417914753
850	0.2416631722
851	0.2415669355
852	0.2413588775
853	0.2411650037
854	0.2410922487
855	0.2410046826
856	0.2408652224
857	0.2406811099
858	0.2405544713
859	0.2403891034
860	0.2403057244
861	0.2401416487
862	0.239984009
863	0.2399398622
864	0.239753527
865	0.2396211993
866	0.2395061417
867	0.2393881425
868	0.2391862287
869	0.2390603706
870	0.2389234093
871	0.2388664277
872	0.2387390291
873	0.2385704224
874	0.2385040382
875	0.2384380171
876	0.238308757
877	0.2381987091
878	0.2380967945
879	0.2380023699
880	0.2378532051
881	0.2377390114
882	0.2375917278
883	0.2374892104
884	0.2373241839
885	0.2371413292
886	0.2369812094
887	0.2369275009
888	0.2368230632
889	0.2367182253
890	0.2366501729
891	0.2365339472
892	0.2364148877
893	0.2361726476
894	0.2360902542
895	0.2359505379
896	0.2357462081
897	0.2355983958
898	0.2354708558
899	0.2353228238
900	0.235071322
901	0.2349905688
902	0.234911115
903	0.2348196197
904	0.2346467267
905	0.2345693512
906	0.2343589799
907	0.2342198299
908	0.2341248701
909	0.2339512868
910	0.2338246529
911	0.2336984176
912	0.2336271167
913	0.2334986637
914	0.2334100302
915	0.2332367195
916	0.233168459
917	0.2330444918
918	0.2329951903
919	0.2328961416
920	0.2327810499
921	0.2325806481
922	0.2324616883
923	0.2323709992
924	0.2321387077
925	0.2319626355
926	0.2318836553
927	0.2317468741
928	0.2316026923
929	0.2315159308
930	0.2313403123
931	0.2311801264
932	0.2311197615
933	0.230956024
934	0.2308206006
935	0.2306715975
936	0.2305221409
937	0.2302500206
938	0.2301814613
939	0.2299875599
940	0.2298142146
941	0.2297133744
942	0.2296108102
943	0.2294987525
944	0.2293520732
945	0.2291698667
946	0.2291082171
947	0.228977201
948	0.2287737806
949	0.2287112605
950	0.2285389732
951	0.2283974401
952	0.2283252959
953	0.2282117615
954	0.228158778
955	0.2280174662
956	0.2278556321
957	0.2276068393
958	0.2275410867
959	0.2274094477
960	0.2273272393
961	0.2272045197
962	0.2270398095
963	0.2268897965
964	0.2267817313
965	0.2266555077
966	0.2265962237
967	0.2264869588
968	0.2262952006
969	0.2261607828
970	0.226102573
971	0.2260471697
972	0.2258832209
973	0.2258028162
974	0.2256961236
975	0.2256075137
976	0.2255014665
977	0.2253592032
978	0.2251977911
979	0.2249536335
980	0.22485915
981	0.2247385087
982	0.2246018076
983	0.224494914
984	0.2244093077
985	0.2242440241
986	0.2241229588
987	0.2240358466
988	0.2238475588
989	0.2237480661
990	0.2236500782
991	0.2235751008
992	0.2234928819
993	0.2233123667
994	0.2232399136
995	0.2231269626
996	0.2229440714
997	0.2227841144
998	0.2226274404
999	0.2225021005
